"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","ISSUE","URL","ABSTRACT","ISBN","AUTHOR.1","JOURNAL.1","NOTE.1","PAGES.1","TITLE.1","VOLUME.1","YEAR.1","DOI.1","ISSN.1","URL.1"
"264","ARTICLE","Risk2019265",NA,NA,"Manel Pladevall-Vila, Anton Pottegård, Tania Schink, Johan Reutfors, Rosa Morros, Beatriz Poblador-Plou, Antje Timmer, Joan Forns, Maja Hellfritzsch, Tammo Reinders, David Hägg, Maria Giner-Soriano, Alexandra Prados-Torres, Miguel Cainzos-Achirica, Jesper Hallas, Lena Brandt, Jordi Cortés, Jaume Aguado, Gabriel Perlemuter, Bruno Falissard, Jordi Castellsagué, Emmanuelle Jacquot, Nicolas Deltour, Susana Perez-Gutthann",NA,NA,NA,NA,"NA",NA,NA,"CNS Drugs",NA,"4","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,786 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"383-395",NA,NA,NA,"Risk of Acute Liver Injury in Agomelatine and Other Antidepressant Users in Four European Countries: A Cohort and Nested Case–Control Study Using Automated Health Data Sources",NA,"33","2019","10.1007/s40263-019-00611-9","1172-7047","4","http://link.springer.com/10.1007/s40263-019-00611-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","ARTICLE","Theu2020266",NA,NA,"Maria Giner-Soriano, Jordi Cortes, Ainhoa Gomez-Lumbreras, Oriol Prat-Vallverdú, Mª Angeles Quijada-Manuitt, Rosa Morros",NA,NA,NA,NA,"NA",NA,NA,"Atención Primaria",NA,"10","SGR2022: YES , PID: YES , HQ: 4 , IF: 1,137 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"529-538",NA,NA,NA,"The use and adherence of oral anticoagulants in Primary Health Care in Catalunya, Spain: A real-world data cohort study",NA,"52","2020","10.1016/j.aprim.2020.05.016","02126567","8","https://linkinghub.elsevier.com/retrieve/pii/S0212656720301840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","ARTICLE","Tran2019267",NA,NA,"Sònia Abilleira, Natalia Pérez de la Ossa, Xavier Jiménez, Pere Cardona, Dolores Cocho, Francisco Purroy, Joaquín Serena, Luis San Román, Xabier Urra, Marta Vilaró, Jordi Cortés, José Antonio González, � ngel Chamorro, Miquel Gallofré, Tudor Jovin, Carlos Molina, Erik Cobo, Antoni Dávalos, Marc Ribó",NA,NA,NA,NA,"NA",NA,NA,"International Journal of Stroke",NA,"10","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,882 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"734-744",NA,NA,NA,"Transfer to the Local Stroke Center versus Direct Transfer to Endovascular Center of Acute Stroke Patients with Suspected Large Vessel Occlusion in the Catalan Territory (RACECAT): Study protocol of a cluster randomized within a cohort trial",NA,"14","2019","10.1177/1747493019852176","1747-4930","7","http://journals.sagepub.com/doi/10.1177/1747493019852176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","ARTICLE","Useo2022268",NA,NA,"Marc Guitart, Martí Casals, David Casamichana, Jordi Cortés, Francesc Xavier Valle, Alan McCall, Francesc Cos, Gil Rodas",NA,NA,NA,NA,"Fabrizio Perroni",NA,NA,"PLOS ONE",NA,"2","SGR2022: YES , PID: YES , HQ: 2 , IF: 3,24 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"e0263494",NA,NA,NA,"Use of GPS to measure external load and estimate the incidence of muscle injuries in men’s football: A novel descriptive study",NA,"17","2022","10.1371/journal.pone.0263494","1932-6203","2","https://dx.plos.org/10.1371/journal.pone.0263494","<p>Measurement of external load in players provides objective information to optimise the weekly balance between training and recovery to improve performance and prevent injuries. Our aim was to evaluate the incidence of sports-related muscle injuries of the lower limb in relation to external load, measured by global positioning system (GPS), in football players. A descriptive study was carried out. Data were collected from 71 professional male football players (30 professionals and 41 youth players) from an elite football club competing in the Spanish and European League in the 2017–2018 season. As external load variables, we measured High Metabolic Load Distance (HMLD), High Speed Running (HSR), Player Load (PL), and Total Distance (TD) through GPS. Injury rate (IR) was calculated both in relation to such GPS load metrics and to load exposure time. We considered categories (youth and professional), playing positions (centre back, full back, midfielder, and forward), and training day with respect to match-day (-4MD, -3MD, -2MD, -1MD, MD, +1MD, +2MD). The GPS load metrics HMLD, HSR, PL, and TD showed very similar patterns across categories and positions, but varied according to training session or MD. The highest loads were observed on MD and three days prior to the match (-3MD). Similarly, the overall IR, both calculated per load exposure time and per GPS load metrics, was highest on MD and -3MD. Again, no differences were observed between youth and professional players. Midfielders demonstrated the highest IR in all metrics, followed by the forwards. In conclusion, this study suggests that external load and incidence of muscle injuries are directly proportional. Therefore, the measurement of more external load variables other than load exposure time, such as the GPS metrics HMLD, HSR, PL, and TD may help to describe the pattern and magnitude of injuries. Future studies based on ours may help to further improve the understanding of the incidence of muscle injuries on the basis of external loads measurements in different football teams.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","ARTICLE","Usin2021269",NA,NA,"Jordi Cortés Martínez, Ronald B. Geskus, KyungMann Kim, Guadalupe Gómez Melis",NA,NA,NA,NA,"NA",NA,NA,"BMC Medical Research Methodology",NA,"12","SGR2022: YES , PID: YES , HQ: 1 , IF: 4,615 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"99",NA,NA,NA,"Using the geometric average hazard ratio in sample size calculation for time-to-event data with composite endpoints",NA,"21","2021","10.1186/s12874-021-01286-x","1471-2288","1","https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/s12874-021-01286-x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","ARTICLE","Vali2019270",NA,NA,"Joan Forns, Miguel Cainzos� Achirica, Maja Hellfritzsch, Rosa Morros, Beatriz Poblador� Plou, Jesper Hallas, Maria Giner� Soriano, Alexandra Prados� Torres, Anton Pottegård, Jordi Cortés, Jordi Castellsagué, Emmanuelle Jacquot, Nicolas Deltour, Susana Perez� Gutthann, Manel Pladevall",NA,NA,NA,NA,"NA",NA,NA,"Pharmacoepidemiology and Drug Safety",NA,"7","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,918 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"965-975",NA,NA,NA,"Validity of ICD� 9 and ICD� 10 codes used to identify acute liver injury: A study in three European data sources",NA,"28","2019","10.1002/pds.4803","1053-8569","7","https://onlinelibrary.wiley.com/doi/10.1002/pds.4803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","ARTICLE","Cons2016271",NA,NA,"Joel Muñoz, Daniel Alcaide, Jordi Ocaña",NA,NA,NA,NA,"NA",NA,NA,"Statistics in Medicine",NA,"5","SGR2022: YES , PID: NO , HQ: 1 , IF: 1,861 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,"1933-1943",NA,NA,NA,"Consumer's risk in the EMA and FDA regulatory approaches for bioequivalence in highly variable drugs",NA,"35","2016","10.1002/sim.6834","02776715","12","https://onlinelibrary.wiley.com/doi/10.1002/sim.6834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","ARTICLE","Cont2019272",NA,NA,"Jordi Ocaña, Joel Muñoz",NA,NA,NA,NA,"NA",NA,NA,"Pharmaceutical Statistics",NA,"10","SGR2022: YES , PID: NO , HQ: 2 , IF: 1,374 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,"583-599",NA,NA,NA,"Controlling type I error in the reference� scaled bioequivalence evaluation of highly variable drugs",NA,"18","2019","10.1002/pst.1950","1539-1604","5","https://onlinelibrary.wiley.com/doi/10.1002/pst.1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","ARTICLE","Stat2020273",NA,NA,"Jordi Ocaña, Toni Monleón-Getino, Virginia Merino, Daniel Peris, Lluís Soler",NA,NA,NA,NA,"NA",NA,NA,"Pharmaceutics",NA,"4","SGR2022: YES , PID: NO , HQ: 1 , IF: 6,321 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"318",NA,NA,NA,"Statistical Methods for Quality Equivalence of Topical Products. 0.5 mg/g Betamethasone Ointment as a Case-Study",NA,"12","2020","10.3390/pharmaceutics12040318","1999-4923","4","https://www.mdpi.com/1999-4923/12/4/318","<p>This study examines the statistical implications, and their possible implementation, of the “Draft guideline on quality and equivalence of topical products�  issued by the European Medicines Agency in 2018, with particular focus on the section devoted to quality equivalence of physical properties. A new confidence interval to conduct the quality equivalence test and a way to cope with the multiplicity of quality parameters are presented and discussed. As an example, the results and the statistical analysis of a study on betamethasone 0.5 mg/g ointment are presented. It is suggested that the equivalence limits proposed in the draft guideline are overly strict: It is as difficult to declare quality equivalence between two packaging formats of the same reference product as to declare quality equivalence between the reference and the test product.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","ARTICLE","Two-2017274",NA,NA,"Eduard Molins, Erik Cobo, Jordi Ocaña",NA,NA,NA,NA,"NA",NA,NA,"Statistics in Medicine",NA,"12","SGR2022: YES , PID: NO , HQ: 1 , IF: 1,932 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,"4777-4788",NA,NA,NA,"Two-stage designs versus European scaled average designs in bioequivalence studies for highly variable drugs: Which to choose?",NA,"36","2017","10.1002/sim.7452","02776715","30","https://onlinelibrary.wiley.com/doi/10.1002/sim.7452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","ARTICLE","Pret2022275",NA,NA,"Pablo Flores, Jordi Ocaña",NA,NA,NA,NA,"NA",NA,NA,"Communications in Statistics - Simulation and Computation",NA,"1","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"280-292",NA,NA,NA,"Pretesting strategies for homoscedasticity when comparing means. Their robustness facing non-normality",NA,"51","2022","10.1080/03610918.2019.1649698","0361-0918","1","https://www.tandfonline.com/doi/full/10.1080/03610918.2019.1649698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","ARTICLE","3Dre2018276",NA,NA,"Carlos Torrens, Raquel Marí, Marta Cuenca, Tulia Ferrer, Klaus Langohr, Fernando Santana",NA,NA,NA,NA,"NA",NA,NA,"Journal of Orthopaedics",NA,"12","SGR2022: YES , PID: NO , HQ: 3 , IF: 0.472 (SJR) , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"967-970",NA,NA,NA,"3D reconstruction does not improve agreement and results in an increase in surgical indications in proximal humeral fractures",NA,"15","2018","10.1016/j.jor.2018.08.041","0972978X","4","https://linkinghub.elsevier.com/retrieve/pii/S0972978X18302642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","ARTICLE","ALow2016277",NA,NA,"Antoni Pastor, Fernando Fernández-Aranda, Montserrat Fitó, Susana Jiménez-Murcia, Cristina Botella, Jose M. Fernández-Real, Gema Frühbeck, Francisco J. Tinahones, Ana B. Fagundo, Joan Rodriguez, Zaida Agüera, Klaus Langohr, Felipe F. Casanueva, Rafael de la Torre",NA,NA,NA,NA,"Daniela Cota",NA,NA,"PLOS ONE",NA,"2","SGR2022: YES , PID: NO , HQ: 1 , IF: 2,806 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"e0148734",NA,NA,NA,"A Lower Olfactory Capacity Is Related to Higher Circulating Concentrations of Endocannabinoid 2-Arachidonoylglycerol and Higher Body Mass Index in Women",NA,"11","2016","10.1371/journal.pone.0148734","1932-6203","2","https://dx.plos.org/10.1371/journal.pone.0148734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","BOOK_SECTION","AMul2017278",NA,NA,"Klaus Langohr, Nuria Pérez-� lvarez, Eugenia Negredo, Anna Bonjoch, Montserrat Rué, Ronald Geskus, Guadalupe Gómez",NA,NA,NA,NA,"NA",NA,NA,"Extended Abstracts Fall 2015. Trends in Matemathics",NA,NA,"SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"41-45",NA,NA,NA,"A Multi-state Model for the Progression to Osteopenia and Osteoporosis Among HIV-Infected Patients",NA,NA,"2017","10.1007/978-3-319-55639-0_7",NA,NA,"http://link.springer.com/10.1007/978-3-319-55639-0_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","ARTICLE","Apha2020279",NA,NA,"Rafael de la Torre, Susana de Sola, Magí Farré, Laura Xicota, Aida Cuenca-Royo, Joan Rodriguez, Alba León, Klaus Langohr, María Gomis-González, Gimena Hernandez, Susanna Esteba, Laura del Hoyo, Júdit Sánchez-Gutiérrez, Maria José Cortés, Andrés Ozaita, Josep María Espadaler, Ramón Novell, Rafael Martínez-Leal, Montserrat Milá, Mara Dierssen, Aida Cuenca-Royo, Alessandro Principe, Gimena Hernandez, Gonzalo Sánchez, Joan Rodriguez, Josep María Espadaler, Judit Sánchez-Gutiérrez, Klaus Langohr, Laia Roca, Laura del Hoyo, Laura Xicota, Magí Farré, Mara Dierssen, Rafasel de la Torre, Montserrat Fitó, Susana de Sola, Alba León, Ovideo Banea, Ramón Novell, Susanna Esteba, Rafael Martínez-Leal, María José Cortés, Montserrat Mil� , Rafael Maldonado, Arnau Busquets-Garcia, Andres Ozaita, Maria Gomis-González",NA,NA,NA,NA,"NA",NA,NA,"Clinical Nutrition",NA,"2","SGR2022: YES , PID: YES , HQ: 1 , IF: 7,324 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"378-387",NA,NA,NA,"A phase 1, randomized double-blind, placebo controlled trial to evaluate safety and efficacy of epigallocatechin-3-gallate and cognitive training in adults with Fragile X syndrome",NA,"39","2020","10.1016/j.clnu.2019.02.028","02615614","2","https://linkinghub.elsevier.com/retrieve/pii/S0261561419300822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","ARTICLE","Ankl2019280",NA,NA,"Gil Rodas, Toni Bove, Toni Caparrós, Klaus Langohr, Daniel Medina, Bruce Hamilton, Dai Sugimoto, Martí Casals",NA,NA,NA,NA,"NA",NA,NA,"Orthopaedic Journal of Sports Medicine",NA,"6","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,492 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"232596711984903",NA,NA,NA,"Ankle Sprain Versus Muscle Strain Injury in Professional Men’s Basketball: A 9-Year Prospective Follow-up Study",NA,"7","2019","10.1177/2325967119849035","2325-9671","6","http://journals.sagepub.com/doi/10.1177/2325967119849035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","ARTICLE","Answ2017281",NA,NA,"Jose Rodríguez-Morató, Albert Goday, Klaus Langohr, Clara Pérez-Mañá, Magí Farré, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Obesity Surgery",NA,"11","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,89 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"3006-3007",NA,NA,NA,"Answer to the Letter to the Editor Concerning “Pharmacokinetics in Morbid Obesity: Influence of Two Bariatric Surgery Techniques on Paracetamol and Caffeine Metabolism�",NA,"27","2017","10.1007/s11695-017-2896-y","0960-8923","11","http://link.springer.com/10.1007/s11695-017-2896-y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","ARTICLE","BDNF2022282",NA,NA,"Francina Fonseca, Joan Ignasi Mestre-Pinto, Rocío Rodríguez-Minguela, Esther Papaseit, Clara Pérez-Mañá, Klaus Langohr, Margherita Barbuti, Magí Farré, Marta Torrens",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Psychiatry",NA,"3","SGR2022: YES , PID: YES , HQ: 2 , IF: 4,157 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"BDNF and Cortisol in the Diagnosis of Cocaine-Induced Depression",NA,"13","2022","10.3389/fpsyt.2022.836771","1664-0640",NA,"https://www.frontiersin.org/articles/10.3389/fpsyt.2022.836771/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","ARTICLE","Card2019283",NA,NA,"Anna Boronat, Julian Mateus, Natalia Soldevila-Domenech, Mercè Guerra, Jose Rodríguez-Morató, Carlota Varon, Daniel Muñoz, Francina Barbosa, Juan Carlos Morales, Andreas Gaedigk, Klaus Langohr, Maria-Isabel Covas, Clara Pérez-Mañá, Montserrat Fitó, Rachel F. Tyndale, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Free Radical Biology and Medicine",NA,"11","SGR2022: YES , PID: NO , HQ: 1 , IF: 6,17 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"471-481",NA,NA,NA,"Cardiovascular benefits of tyrosol and its endogenous conversion into hydroxytyrosol in humans. A randomized, controlled trial",NA,"143","2019","10.1016/j.freeradbiomed.2019.08.032","08915849",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0891584919309025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","ARTICLE","Comb2016284",NA,NA,"Silvina Catuara-Solarz, Jose Espinosa-Carrasco, Ionas Erb, Klaus Langohr, Juan Ramon Gonzalez, Cedric Notredame, Mara Dierssen",NA,NA,NA,NA,"NA",NA,NA,"eneuro",NA,"9","SGR2022: YES , PID: NO , NA , NA , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"ENEURO.0103-16.2016",NA,NA,NA,"Combined Treatment With Environmental Enrichment and (-)-Epigallocatechin-3-Gallate Ameliorates Learning Deficits and Hippocampal Alterations in a Mouse Model of Down Syndrome",NA,"3","2016","10.1523/ENEURO.0103-16.2016","2373-2822","5","https://www.eneuro.org/lookup/doi/10.1523/ENEURO.0103-16.2016","<p>Intellectual disability in Down syndrome (DS) is accompanied by altered neuro-architecture, deficient synaptic plasticity, and excitation-inhibition imbalance in critical brain regions for learning and memory. Recently, we have demonstrated beneficial effects of a combined treatment with green tea extract containing (-)-epigallocatechin-3-gallate (EGCG) and cognitive stimulation in young adult DS individuals. Although we could reproduce the cognitive-enhancing effects in mouse models, the underlying mechanisms of these beneficial effects are unknown. Here, we explored the effects of a combined therapy with environmental enrichment (EE) and EGCG in the Ts65Dn mouse model of DS at young age. Our results show that combined EE-EGCG treatment improved corticohippocampal-dependent learning and memory. Cognitive improvements were accompanied by a rescue of cornu ammonis 1 (CA1) dendritic spine density and a normalization of the proportion of excitatory and inhibitory synaptic markers in CA1 and dentate gyrus.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","ARTICLE","Conf2021285",NA,NA,"Klaus Langohr",NA,NA,NA,NA,"NA",NA,NA,"Medicina Clínica Práctica",NA,"12","SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: - , Stat_Prob: - ,  ,",NA,NA,"100291",NA,NA,NA,"Confusión de efectos",NA,"4","2021","10.1016/j.mcpsp.2021.100291","26039249",NA,"https://linkinghub.elsevier.com/retrieve/pii/S2603924921001038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","ARTICLE","Cons2020286",NA,NA,"María Luisa Imaz, Ricard Navinés, Estel Gelabert, Francina Fonseca, Alfonso Gutierrez-Zotes, Roser Guillamat, Klaus Langohr, Francesca Canellas, Inmaculada Gornemann, Javier Costas, Fermín Mayoral, Vicens Valles, Yolanda De Diego, Miquel Roca, José Luis Iborra, Mónica Gratacos, Elisabeth Vilella, Lluïsa García-Esteve, Julio Sanjuan, Marta Torrens, Rocio Martin-Santos Laffon",NA,NA,NA,NA,"NA",NA,NA,"Adicciones",NA,"12","SGR2022: YES , PID: YES , HQ: 3 , IF: 2,979 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Consumo de substancias durante el embarazo y dimensiones de personalidad",NA,NA,"2020","10.20882/adicciones.1433","0214-4840",NA,"https://adicciones.es/index.php/adicciones/article/view/1433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","ARTICLE","Daid2021287",NA,NA,"Miquel Martin, Miriam Gutiérrez-Martos, Roberto Cabrera, Klaus Langohr, Rafael Maldonado, Magi Farre, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Psychopharmacology",NA,"7","SGR2022: YES , PID: YES , HQ: 2 , IF: 3,13 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1923-1936",NA,NA,NA,"Daidzein modulates cocaine-reinforcing effects and cue-induced cocaine reinstatement in CD-1 male mice",NA,"238","2021","10.1007/s00213-021-05820-z","0033-3158","7","https://link.springer.com/10.1007/s00213-021-05820-z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","ARTICLE","Data2019288",NA,NA,"Anna Boronat, Julian Mateus, Natalia Soldevila-Domenech, Mercè Guerra, Jose Rodríguez-Morató, Carlota Varon, Daniel Muñoz, Francina Barbosa, Juan Carlos Morales, Andreas Gaedigk, Klaus Langohr, Maria-Isabel Covas, Clara Pérez-Mañá, Montserrat Fitó, Rachel F. Tyndale, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Data in Brief",NA,"12","SGR2022: YES , PID: NO , NA , NA , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"104787",NA,NA,NA,"Data on the endogenous conversion of tyrosol into hydroxytyrosol in humans",NA,"27","2019","10.1016/j.dib.2019.104787","23523409",NA,"https://linkinghub.elsevier.com/retrieve/pii/S2352340919311424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","ARTICLE","Effe2020289",NA,NA,"Laura Xicota, Joan Rodríguez, Klaus Langohr, Montserrat Fitó, Mara Dierssen, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Clinical Nutrition",NA,"4","SGR2022: YES , PID: YES , HQ: 1 , IF: 7,324 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1292-1300",NA,NA,NA,"Effect of epigallocatechin gallate on the body composition and lipid profile of down syndrome individuals: Implications for clinical management",NA,"39","2020","10.1016/j.clnu.2019.05.028","02615614","4","https://linkinghub.elsevier.com/retrieve/pii/S0261561419302559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","ARTICLE","Effe2022290",NA,NA,"Clara Pérez-Mañá, Julián Andrés Mateus, Patricia Díaz-Pellicer, Ariadna Díaz-Baggerman, Marta Pérez, Mitona Pujadas, Francina Fonseca, Esther Papaseit, Jesús Pujol, Klaus Langohr, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"International Journal of Neuropsychopharmacology",NA,"1","SGR2022: YES , PID: YES , HQ: 1 , IF: 5,176 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"13-25",NA,NA,NA,"Effects of Mixing Energy Drinks With Alcohol on Driving-Related Skills",NA,"25","2022","10.1093/ijnp/pyab051","1461-1457","1","https://academic.oup.com/ijnp/article/25/1/13/6335586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","ARTICLE","Eval2022291",NA,NA,"Alex Gomez-Gomez, Paula Aguilera, Klaus Langohr, Gregori Casals, Cristina Pavon, Josep Marcos, Jordi To-Figueras, Oscar J. Pozo",NA,NA,NA,NA,"NA",NA,NA,"International Journal of Molecular Sciences",NA,"3","SGR2022: YES , PID: YES , HQ: 1 , IF: 5,924 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"3219",NA,NA,NA,"Evaluation of Metabolic Changes in Acute Intermittent Porphyria Patients by Targeted Metabolomics",NA,"23","2022","10.3390/ijms23063219","1422-0067","6","https://www.mdpi.com/1422-0067/23/6/3219","<p>Acute intermittent porphyria (AIP) is an inherited rare hepatic disorder due to mutations within the hydroxymethylbilane gene. AIP patients with active disease overproduce aminolevulinic acid (ALA) and porphobilinogen (PBG) in the liver which are exported inducing severe neurological attacks. Different hepatic metabolic abnormalities have been described to be associated with this condition. The goal of this research was to explore the metabolome of symptomatic AIP patients by state-of-the art liquid chromatography-tandem mass spectrometry (LC-MS/MS). A case versus control study including 18 symptomatic AIP patients and 33 healthy controls was performed. Plasmatic levels of 51 metabolites and 16 ratios belonging to four metabolic pathways were determined. The results showed that the AIP patients presented significant changes in the two main areas of the metabolome under study: (a) the tryptophan/kynurenine pathway with an increase of tryptophan in plasma together with increase of the kynurenine/tryptophan ratio; and (b) changes in the tricarboxylic acid cycle (TCA) including increase of succinic acid and decrease of the fumaric acid/succinic acid ratio. We performed a complementary in vitro study adding ALA to hepatocytes media that showed some of the effects on the TCA cycle were parallel to those observed in vivo. Our study confirms in plasma previous results obtained in urine showing that AIP patients present a moderate increase of the kynurenine/tryptophan ratio possibly associated with inflammation. In addition, it also reports changes in the mitochondrial TCA cycle that, despite requiring further research, could be associated with an energy misbalance due to sustained overproduction of heme-precursors in the liver.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","ARTICLE","<b>F2017292",NA,NA,"Ramon Oller, Klaus Langohr",NA,NA,NA,NA,"NA",NA,NA,"Journal of Statistical Software",NA,NA,"SGR2022: YES , PID: NO , HQ: 1 , IF: 22,737 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,NA,NA,NA,NA,"<b>FHtest</b> : An <i>R</i> Package for the Comparison of Survival Curves with Censored Data",NA,"81","2017","10.18637/jss.v081.i15","1548-7660","15","http://www.jstatsoft.org/v81/i15/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
